country,iso3c,year,coverage,measure,format,source,timespan,lorenz_points
Thailand,THA,2010,National,Consumption,Unit record,THA_N2010X,UnDefined,100
Thailand,THA,2011,National,Consumption,Unit record,THA_N2011X,UnDefined,100
Thailand,THA,2012,National,Consumption,Unit record,THA_N2012X,UnDefined,100
Thailand,THA,2013,National,Consumption,Unit record,THA_N2013X,UnDefined,100
Tajikistan,TJK,1999,National,Consumption,Unit record,TJK_N1999X,UnDefined,100
Tajikistan,TJK,2003,National,Consumption,Unit record,TJK_N2003X,UnDefined,100
Tajikistan,TJK,2004,National,Consumption,Unit record,TJK_N2004X,UnDefined,100
Tajikistan,TJK,2007,National,Consumption,Unit record,TJK_N2007X,UnDefined,100
Tajikistan,TJK,2009,National,Consumption,Unit record,TJK_N2009X,UnDefined,100
Tajikistan,TJK,2012,National,Consumption,Unit record,TJK_N2012X,UnDefined,100
Tajikistan,TJK,2013,National,Consumption,Unit record,TJK_N2013X,UnDefined,100
Tajikistan,TJK,2014,National,Consumption,Unit record,TJK_N2014X,UnDefined,100
Turkmenistan,TKM,1988,National,Income,Grouped,TKM_N1988Y,UnDefined,5
Turkmenistan,TKM,1993,National,Consumption,Grouped,TKM_N1998X,UnDefined,10
Turkmenistan,TKM,1998,National,Consumption,Grouped,TKM_N1998X,UnDefined,10
Timor-Leste,TMP,2001,National,Consumption,Unit record,TMP_N2001X,UnDefined,100
Timor-Leste,TMP,2007,National,Consumption,Unit record,TMP_N2007X,UnDefined,100
Tonga,TON,2001,National,Consumption,Unit record,TON_N2001X,UnDefined,100
Tonga,TON,2009,National,Consumption,Unit record,TON_N2009X,UnDefined,100
Trinidad and Tobago,TTO,1988,National,Income,Grouped,TTO_N1988Y,UnDefined,17
Trinidad and Tobago,TTO,1992,National,Income,Grouped,TTO_N1992Y,UnDefined,20
Tunisia,TUN,1985,National,Consumption,Grouped,TUN_N1985X,UnDefined,7
Tunisia,TUN,1990,National,Consumption,Grouped,TUN_N1990X,UnDefined,7
Tunisia,TUN,1995,National,Consumption,Grouped,TUN_N1995X,UnDefined,12
Tunisia,TUN,2000,National,Consumption,Grouped,TUN_N2000X,UnDefined,10
Tunisia,TUN,2005,National,Consumption,Unit record,TUN_N2005X,UnDefined,100
Tunisia,TUN,2010,National,Consumption,Unit record,TUN_N2010X,UnDefined,100
Turkey,TUR,1987,National,Consumption,Grouped,TUR_N1987X,UnDefined,18
Turkey,TUR,1994,National,Consumption,Grouped,TUR_N1994X,UnDefined,18
Turkey,TUR,2002,National,Consumption,Unit record,TUR_N2002X,UnDefined,100
Turkey,TUR,2003,National,Consumption,Unit record,TUR_N2003X,UnDefined,100
Turkey,TUR,2004,National,Consumption,Unit record,TUR_N2004X,UnDefined,100
Turkey,TUR,2005,National,Consumption,Unit record,TUR_N2005X,UnDefined,100
Turkey,TUR,2006,National,Consumption,Unit record,TUR_N2006X,UnDefined,100
Turkey,TUR,2007,National,Consumption,Unit record,TUR_N2007X,UnDefined,100
Turkey,TUR,2008,National,Consumption,Unit record,TUR_N2008X,UnDefined,100
Turkey,TUR,2009,National,Consumption,Unit record,TUR_N2009X,UnDefined,100
Turkey,TUR,2010,National,Consumption,Unit record,TUR_N2010X,UnDefined,100
Turkey,TUR,2011,National,Consumption,Unit record,TUR_N2011X,UnDefined,100
Turkey,TUR,2012,National,Consumption,Unit record,TUR_N2012X,UnDefined,100
Turkey,TUR,2013,National,Consumption,Unit record,TUR_N2013X,UnDefined,100
Tuvalu,TUV,2010,National,Consumption,Unit record,TUV_N2010X,UnDefined,20
Tanzania,TZA,1991,National,Consumption,Unit record,TZA_N1991X,UnDefined,100
Tanzania,TZA,2000,National,Consumption,Unit record,TZA_N2000X,UnDefined,100
Tanzania,TZA,2007,National,Consumption,Unit record,TZA_N2007X,UnDefined,100
Tanzania,TZA,2011,National,Consumption,Unit record,TZA_N2011X,UnDefined,100
Uganda,UGA,1989,National,Consumption,Grouped,UGA_N1989X,UnDefined,10
Uganda,UGA,1992,National,Consumption,Unit record,UGA_N1992X,UnDefined,100
Uganda,UGA,1996,National,Consumption,Unit record,UGA_N1996X,UnDefined,100
Uganda,UGA,1999,National,Consumption,Unit record,UGA_N1999X,UnDefined,100
Uganda,UGA,2002,National,Consumption,Unit record,UGA_N2002X,UnDefined,100
Uganda,UGA,2005,National,Consumption,Unit record,UGA_N2005X,UnDefined,100
Uganda,UGA,2009,National,Consumption,Unit record,UGA_N2009X,UnDefined,100
Uganda,UGA,2012,National,Consumption,Unit record,UGA_N2012X,UnDefined,100
Ukraine,UKR,1988,National,Income,Grouped,UKR_N1988Y,UnDefined,5
Ukraine,UKR,1992,National,Income,Unit record,UKR_N1992Y,UnDefined,100
Ukraine,UKR,1993,National,Income,Unit record,UKR_N1993Y,UnDefined,100
Ukraine,UKR,1995,National,Consumption,Grouped,UKR_N1995X,UnDefined,20
Ukraine,UKR,1996,National,Consumption,Unit record,UKR_N1996X,UnDefined,100
Ukraine,UKR,1999,National,Income,Grouped,UKR_N1999Y,UnDefined,10
Ukraine,UKR,2002,National,Consumption,Unit record,UKR_N2002X,UnDefined,100
Ukraine,UKR,2003,National,Consumption,Unit record,UKR_N2003X,UnDefined,100
Ukraine,UKR,2004,National,Consumption,Unit record,UKR_N2004X,UnDefined,100
Ukraine,UKR,2005,National,Consumption,Unit record,UKR_N2005X,UnDefined,100
Ukraine,UKR,2006,National,Consumption,Unit record,UKR_N2006X,UnDefined,100
Ukraine,UKR,2007,National,Consumption,Unit record,UKR_N2007X,UnDefined,100
Ukraine,UKR,2008,National,Consumption,Unit record,UKR_N2008X,UnDefined,100
Ukraine,UKR,2009,National,Consumption,Unit record,UKR_N2009X,UnDefined,100
Ukraine,UKR,2010,National,Consumption,Unit record,UKR_N2010X,UnDefined,100
Ukraine,UKR,2011,National,Consumption,Unit record,UKR_N2011X,UnDefined,100
Ukraine,UKR,2012,National,Consumption,Unit record,UKR_N2012X,UnDefined,100
Ukraine,UKR,2013,National,Consumption,Unit record,UKR_N2013X,UnDefined,100
Ukraine,UKR,2014,National,Consumption,Unit record,UKR_N2014X,UnDefined,100
Uruguay,URY,1992,Urban,Income,Unit record,URY_U1992Y,UnDefined,100
Uruguay,URY,1995,Urban,Income,Unit record,URY_U1995Y,UnDefined,100
Uruguay,URY,1996,Urban,Income,Unit record,URY_U1996Y,UnDefined,100
Uruguay,URY,1997,Urban,Income,Unit record,URY_U1997Y,UnDefined,100
Uruguay,URY,1998,Urban,Income,Unit record,URY_U1998Y,UnDefined,100
Uruguay,URY,2000,Urban,Income,Unit record,URY_U2000Y,UnDefined,100
Uruguay,URY,2001,Urban,Income,Unit record,URY_U2001Y,UnDefined,100
Uruguay,URY,2002,Urban,Income,Unit record,URY_U2002Y,UnDefined,100
Uruguay,URY,2003,Urban,Income,Unit record,URY_U2003Y,UnDefined,100
Uruguay,URY,2004,Urban,Income,Unit record,URY_U2004Y,UnDefined,100
Uruguay,URY,2005,Urban,Income,Unit record,URY_U2005Y,UnDefined,100
Uruguay,URY,1981,National,Income,Grouped,URY_N1981Y,UnDefined,10
Uruguay,URY,1989,National,Income,Unit record,URY_N1989Y,UnDefined,100
Uruguay,URY,2006,National,Income,Unit record,URY_N2006Y,UnDefined,100
Uruguay,URY,2007,National,Income,Unit record,URY_N2007Y,UnDefined,100
Uruguay,URY,2008,National,Income,Unit record,URY_N2008Y,UnDefined,100
Uruguay,URY,2009,National,Income,Unit record,URY_N2009Y,UnDefined,100
Uruguay,URY,2010,National,Income,Unit record,URY_N2010Y,UnDefined,100
Uruguay,URY,2011,National,Income,Unit record,URY_N2011Y,UnDefined,100
Uruguay,URY,2012,National,Income,Unit record,URY_N2012Y,UnDefined,100
Uruguay,URY,2013,National,Income,Unit record,URY_N2013Y,UnDefined,100
Uruguay,URY,2014,National,Income,Unit record,URY_N2014Y,UnDefined,100
United States,USA,1979,National,Income,Unit record,USA_N1979Y,UnDefined,20
United States,USA,1986,National,Income,Unit record,USA_N1986Y,UnDefined,20
United States,USA,1991,National,Income,Unit record,USA_N1991Y,UnDefined,20
United States,USA,1994,National,Income,Unit record,USA_N1994Y,UnDefined,20
United States,USA,1997,National,Income,Unit record,USA_N1997Y,UnDefined,20
United States,USA,2000,National,Income,Unit record,USA_N2000Y,UnDefined,20
United States,USA,2004,National,Income,Unit record,USA_N2004Y,UnDefined,20
United States,USA,2007,National,Income,Unit record,USA_N2007Y,UnDefined,20
United States,USA,2010,National,Income,Unit record,USA_N2010Y,UnDefined,20
United States,USA,2013,National,Income,Unit record,USA_N2013Y,UnDefined,20
Uzbekistan,UZB,1988,National,Income,Grouped,UZB_N1988Y,UnDefined,10
Uzbekistan,UZB,1998,National,Consumption,Unit record,UZB_N1998X,UnDefined,100
Uzbekistan,UZB,2000,National,Consumption,Unit record,UZB_N2000X,UnDefined,100
Uzbekistan,UZB,2002,National,Consumption,Unit record,UZB_N2002X,UnDefined,100
Uzbekistan,UZB,2003,National,Consumption,Unit record,UZB_N2003X,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,1981,National,Income,Grouped,VEN_N1981Y,UnDefined,10
"Venezuela, Republica Bolivariana de",VEN,1987,National,Income,Grouped,VEN_N1987Y,UnDefined,10
"Venezuela, Republica Bolivariana de",VEN,1989,National,Income,Unit record,VEN_N1989Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,1992,National,Income,Unit record,VEN_N1992Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,1995,National,Income,Unit record,VEN_N1995Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,1998,National,Income,Unit record,VEN_N1998Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,1999,National,Income,Unit record,VEN_N1999Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2001,National,Income,Unit record,VEN_N2001Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2002,National,Income,Unit record,VEN_N2002Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2003,National,Income,Unit record,VEN_N2003Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2004,National,Income,Unit record,VEN_N2004Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2005,National,Income,Unit record,VEN_N2005Y,UnDefined,100
"Venezuela, Republica Bolivariana de",VEN,2006,National,Income,Unit record,VEN_N2006Y,UnDefined,100
Vietnam,VNM,1992,National,Consumption,Unit record,VNM_N1992X,UnDefined,100
Vietnam,VNM,1998,National,Consumption,Unit record,VNM_N1998X,UnDefined,100
Vietnam,VNM,2002,National,Consumption,Unit record,VNM_N2002X,UnDefined,100
Vietnam,VNM,2004,National,Consumption,Unit record,VNM_N2004X,UnDefined,100
Vietnam,VNM,2006,National,Consumption,Unit record,VNM_N2006X,UnDefined,100
Vietnam,VNM,2008,National,Consumption,Unit record,VNM_N2008X,UnDefined,100
Vietnam,VNM,2010,National,Consumption,Unit record,VNM_N2010X,UnDefined,100
Vietnam,VNM,2012,National,Consumption,Unit record,VNM_N2012X,UnDefined,100
Vietnam,VNM,2014,National,Consumption,Unit record,VNM_N2014X,UnDefined,100
Vanuatu,VUT,2010,National,Consumption,Unit record,VUT_N2010X,UnDefined,100
West Bank and Gaza,WBG,2004,National,Consumption,Unit record,WBG_N2004X,UnDefined,100
West Bank and Gaza,WBG,2005,National,Consumption,Unit record,WBG_N2005X,UnDefined,100
West Bank and Gaza,WBG,2006,National,Consumption,Unit record,WBG_N2006X,UnDefined,100
West Bank and Gaza,WBG,2007,National,Consumption,Unit record,WBG_N2007X,UnDefined,100
West Bank and Gaza,WBG,2009,National,Consumption,Unit record,WBG_N2009X,UnDefined,100
Samoa,WSM,2008,National,Consumption,Unit record,WSM_N2008X,UnDefined,100
South Africa,ZAF,1993,National,Consumption,Grouped,ZAF_N1993X,UnDefined,20
South Africa,ZAF,1996,National,Consumption,Unit record,ZAF_N1996X,UnDefined,100
South Africa,ZAF,2000,National,Consumption,Grouped,ZAF_N2000X,UnDefined,20
South Africa,ZAF,2006,National,Consumption,Unit record,ZAF_N2006X,UnDefined,100
South Africa,ZAF,2008,National,Consumption,Unit record,ZAF_N2008X,UnDefined,100
South Africa,ZAF,2011,National,Consumption,Unit record,ZAF_N2011X,UnDefined,100
"Congo, Democratic Republic of",ZAR,2004,National,Consumption,Unit record,ZAR_N2004X,UnDefined,100
"Congo, Democratic Republic of",ZAR,2012,National,Consumption,Unit record,ZAR_N2012X,UnDefined,100
Zambia,ZMB,1991,National,Consumption,Unit record,ZMB_N1991X,UnDefined,100
Zambia,ZMB,1993,National,Consumption,Grouped,ZMB_N1993X,UnDefined,20
Zambia,ZMB,1996,National,Consumption,Unit record,ZMB_N1996X,UnDefined,100
Zambia,ZMB,1998,National,Consumption,Unit record,ZMB_N1998X,UnDefined,100
Zambia,ZMB,2002,National,Consumption,Unit record,ZMB_N2002X,UnDefined,100
Zambia,ZMB,2004,National,Consumption,Unit record,ZMB_N2004X,UnDefined,100
Zambia,ZMB,2006,National,Consumption,Unit record,ZMB_N2006X,UnDefined,100
Zambia,ZMB,2010,National,Consumption,Unit record,ZMB_N2010X,UnDefined,100
Zimbabwe,ZWE,2011,National,Consumption,Grouped,ZWE_N2011X,UnDefined,10
